unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
495475,Jersey College -,NJ,Ewing,2020,2020,2021,2020-21,no,G,-2,455196,no,Sector unknown,,,,,-2,04134102,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495493,Jersey College -,FL,Fort Lauderdale,2020,2020,2021,2020-21,no,G,-2,455196,no,Sector unknown,,,,,-2,04134104,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495509,Jersey College -,FL,Largo,2020,2020,2021,2020-21,no,G,-2,455196,no,Sector unknown,,,,,-2,04134105,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495864,Liberty Junior College - DBA Liberty Technical Institute,FL,Orlando,2020,2020,2021,2020-21,no,G,-2,455956,no,Sector unknown,,,,,-2,04131601,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495819,MAK Beauty Institute - Duluth,GA,Duluth,2020,2020,2021,2020-21,no,G,-2,490221,no,Sector unknown,,,,,-2,04256601,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
496380,Medspa Academies - NIMA National Institute of Modern Aesthetics,NV,Las Vegas,2020,2020,2021,2020-21,no,G,-2,476993,no,Sector unknown,,,,,-2,04210301,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
169628,Michigan State University-College of Law,MI,East Lansing,2004,2020,2021,2020-21,yes,C,-2,171100,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00225400,2019,821,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495855,Moody Bible Institute - Spokane,WA,Spokane,2020,2020,2021,2020-21,no,G,-2,147369,no,Sector unknown,,,,,-2,00172707,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
226930,Mountain View College,TX,Dallas,2004,2020,2021,2020-21,yes,C,-2,224615,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00850300,2019,19574,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495590,NUC University - Florida Technical College - Cutler Bay,FL,Cutler Bay,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260612,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495563,NUC University - Florida Technical College - Deland,FL,Deland,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260609,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495572,NUC University - Florida Technical College - Kissimmee,FL,Kissimmee,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260610,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495554,NUC University - Florida Technical College - Lakeland,FL,Lakeland,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260608,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495749,NUC University - Florida Technical College - Orlando,FL,Orlando,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260607,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495581,NUC University - Florida Technical College - Pembroke Pines,FL,Pembroke Pines,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260611,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495679,NUC University - IBC Institute - Aguadilla,PR,Aguadilla,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260620,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495697,NUC University - IBC Institute - Arecibo,PR,Arecibo,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260622,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495712,NUC University - IBC Institute - Bayam?n,PR,Bayamon,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260624,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495688,NUC University - IBC Institute - Caguas,PR,Caguas,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260621,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495703,NUC University - IBC Institute - Escorial,PR,San Juan,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260623,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495633,NUC University - IBC Institute - Fajardo,PR,Fajardo,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260616,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495624,NUC University - IBC Institute - Guayama,PR,Guayama,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260615,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495651,NUC University - IBC Institute - Los Colobos,PR,Carolina,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260618,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495642,NUC University - IBC Institute - Manat?,PR,Manati,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260617,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495615,NUC University - IBC Institute - Mayag?ez,PR,Mayaguez,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260614,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495660,NUC University - IBC Institute - Moca,PR,Moca,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260619,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495606,NUC University - IBC Institute - Ponce,PR,Ponce,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260613,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495721,NUC University - IBC Institute - Yauco,PR,Yauco,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260625,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
495545,National University College - Pembroke Pines,FL,Pembroke Pines,2020,2020,2021,2020-21,no,G,-2,242972,no,Sector unknown,,,,,-2,02260606,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
496007,Networks Barber College,IL,Chicago,2020,2020,2021,2020-21,no,G,-2,483258,no,Sector unknown,,,,,-2,04224401,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
496016,Networks Barber College,IL,Chicago,2020,2020,2021,2020-21,no,G,-2,483258,no,Sector unknown,,,,,-2,04224402,,,likely_combination_or_successor,"IPEDS NEWID points to a successor institution, so this looks more like a recode or combination than a clean closure.",ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
227191,North Lake College,TX,Irving,2004,2020,2021,2020-21,yes,C,-2,224615,yes,"Public, at least 2 but less than 4 years",Public,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02077400,2019,20295,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
420459,Northeast Technology Center-Afton,OK,Afton,2004,2020,2021,2020-21,yes,C,-2,461087,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,02052702,2019,995,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
456560,Northeast Technology Center-Claremore,OK,Claremore,2010,2020,2021,2020-21,no,C,-2,461087,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,02052704,2019,540,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
432074,Northeast Technology Center-Kansas,OK,Kansas,2004,2020,2021,2020-21,yes,C,-2,461087,no,"Public, less than 2 years",Public,Less than 2 years,Less than 2 years,Non-degree granting,-2,02052703,2019,430,likely_combination_or_successor,IPEDS ACT=C suggests this UNITID combined with another institution.,ipeds_annual_directory,HD2020.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
